"Dataset","Species","Forced.Fire","Forced.No.Fire","Forced.Simpler.Mod","Discard.Later","One.Top.Mod","Join"
"14","GAOV","NA","No","NA","NA","No","14.GAOV"
"14","GASH","NA","No","NA","NA","No","14.GASH"
"14","GOOB","NA","No","NA","NA","No","14.GOOB"
"14","GYDR","NA","No","NA","NA","No","14.GYDR"
"14","HIAL","NA","No","NA","NA","No","14.HIAL"
"14","HODI","NA","No","Yes","NA","No","14.HODI"
"14","LIBO","NA","No","NA","NA","No","14.LIBO"
"14","MANE","NA","No","NA","NA","No","14.MANE"
"14","MEFE","NA","No","NA","NA","No","14.MEFE"
"14","OPHO","NA","No","NA","NA","No","14.OPHO"
"14","PAMY","No","NA","NA","NA","No","14.PAMY"
"14","POMU","NA","No","NA","NA","No","14.POMU"
"14","PTAQ","NA","No","NA","NA","No","14.PTAQ"
"14","RULA","NA","No","NA","NA","No","14.RULA"
"14","RUPA","NA","No","NA","NA","No","14.RUPA"
"14","RUPE","NA","No","NA","NA","No","14.RUPE"
"14","RUSP","NA","No","NA","NA","No","14.RUSP"
"14","SOSI","NA","No","NA","NA","No","14.SOSI"
"14","SPBE","NA","Yes","NA","NA","No","14.SPBE"
"14","TITR","NA","No","NA","NA","No","14.TITR"
"14","TRBO","NA","No","NA","NA","No","14.TRBO"
"14","VAME","No","NA","Yes","NA","Yes","14.VAME"
"14","VASI","NA","No","NA","NA","No","14.VASI"
"15","ACCI","NA","No","NA","NA","No","15.ACCI"
"15","ACGL","NA","No","NA","NA","No","15.ACGL"
"15","ACMI","No","NA","NA","NA","No","15.ACMI"
"15","AMAL","NA","Yes","NA","NA","No","15.AMAL"
"15","ARUV","No","NA","NA","NA","No","15.ARUV"
"15","ATFI","NA","No","NA","NA","No","15.ATFI"
"15","CAME","NA","No","NA","Yes","NA","15.CAME"
"15","CARU","No","NA","NA","NA","Yes","15.CARU"
"15","CEVE","No","NA","NA","NA","No","15.CEVE"
"15","CHUM","NA","No","NA","NA","No","15.CHUM"
"15","CLUN","NA","No","NA","NA","No","15.CLUN"
"15","COCA","NA","No","NA","NA","No","15.COCA"
"15","EPAN","No","NA","NA","NA","No","15.EPAN"
"15","GAOV","NA","No","NA","NA","No","15.GAOV"
"15","GASH","NA","No","NA","NA","No","15.GASH"
"15","GOOB","NA","No","NA","NA","No","15.GOOB"
"15","GYDR","NA","No","NA","NA","No","15.GYDR"
"15","HIAL","NA","No","NA","NA","No","15.HIAL"
"15","HODI","NA","No","Yes","NA","No","15.HODI"
"15","LIBO","NA","No","NA","NA","No","15.LIBO"
"15","MANE","NA","No","NA","NA","No","15.MANE"
"15","MEFE","NA","No","NA","NA","No","15.MEFE"
"15","OPHO","NA","No","NA","NA","No","15.OPHO"
"15","PAMY","No","NA","NA","NA","Yes","15.PAMY"
"15","POMU","NA","No","NA","NA","No","15.POMU"
"15","PTAQ","NA","No","NA","NA","No","15.PTAQ"
"15","RULA","NA","No","NA","NA","No","15.RULA"
"15","RUPA","NA","No","NA","NA","No","15.RUPA"
"15","RUPE","NA","No","NA","NA","No","15.RUPE"
"15","RUSP","NA","No","NA","NA","No","15.RUSP"
"15","SOSI","NA","No","NA","NA","No","15.SOSI"
"15","SPBE","NA","No","NA","NA","No","15.SPBE"
"15","TITR","NA","No","NA","NA","No","15.TITR"
"15","TRBO","NA","No","NA","Yes","NA","15.TRBO"
"15","VAME","No","NA","Yes","NA","Yes","15.VAME"
"15","VASI","NA","No","NA","NA","No","15.VASI"
"16","ACCI","NA","No","NA","NA","No","16.ACCI"
"16","ACGL","NA","No","NA","NA","No","16.ACGL"
"16","ACMI","No","NA","NA","NA","No","16.ACMI"
"16","AMAL","NA","No","NA","NA","No","16.AMAL"
"16","ARUV","No","NA","NA","NA","No","16.ARUV"
"16","ATFI","NA","No","NA","NA","No","16.ATFI"
"16","CAME","NA","No","NA","Yes","NA","16.CAME"
"16","CARU","No","NA","NA","NA","Yes","16.CARU"
"16","CEVE","No","NA","NA","NA","Yes","16.CEVE"
"16","CHUM","NA","No","NA","NA","No","16.CHUM"
"16","CLUN","NA","No","NA","NA","No","16.CLUN"
"16","COCA","NA","No","NA","NA","No","16.COCA"
"16","EPAN","No","NA","NA","NA","Yes","16.EPAN"
"16","GAOV","NA","No","NA","NA","No","16.GAOV"
"16","GASH","NA","No","NA","NA","No","16.GASH"
"16","GOOB","NA","No","NA","NA","No","16.GOOB"
"16","GYDR","NA","No","NA","NA","No","16.GYDR"
"16","HIAL","NA","No","NA","NA","No","16.HIAL"
"16","HODI","NA","No","Yes","NA","No","16.HODI"
"16","LIBO","NA","No","NA","NA","No","16.LIBO"
"16","MANE","NA","No","NA","NA","No","16.MANE"
"16","MEFE","NA","No","NA","NA","No","16.MEFE"
"16","OPHO","NA","No","NA","NA","No","16.OPHO"
"16","PAMY","No","NA","NA","NA","No","16.PAMY"
"16","POMU","NA","No","NA","NA","No","16.POMU"
"16","PTAQ","NA","No","NA","NA","No","16.PTAQ"
"16","RULA","NA","No","NA","NA","No","16.RULA"
"16","RUPA","NA","No","NA","NA","No","16.RUPA"
"16","RUPE","NA","No","NA","NA","No","16.RUPE"
"16","RUSP","NA","No","NA","NA","No","16.RUSP"
"16","SOSI","NA","No","NA","NA","No","16.SOSI"
"16","SPBE","NA","No","NA","NA","No","16.SPBE"
"16","TITR","NA","No","NA","NA","No","16.TITR"
"16","TRBO","NA","No","NA","Yes","NA","16.TRBO"
"16","VAME","No","NA","Yes","NA","Yes","16.VAME"
"16","VASI","NA","No","NA","NA","No","16.VASI"
"17","ACCI","NA","No","NA","NA","No","17.ACCI"
"17","ACGL","NA","No","NA","NA","No","17.ACGL"
"17","ACMI","No","NA","NA","NA","No","17.ACMI"
"17","AMAL","NA","Yes","NA","NA","No","17.AMAL"
"17","ARUV","No","NA","NA","NA","No","17.ARUV"
"17","ATFI","NA","No","NA","NA","No","17.ATFI"
"17","CAME","NA","No","NA","NA","No","17.CAME"
"17","CARU","No","NA","NA","NA","No","17.CARU"
"17","CEVE","No","NA","NA","NA","Yes","17.CEVE"
"17","CHUM","NA","No","NA","NA","No","17.CHUM"
"17","CLUN","NA","No","NA","NA","No","17.CLUN"
"17","COCA","NA","No","NA","NA","No","17.COCA"
"17","EPAN","No","NA","NA","NA","Yes","17.EPAN"
"17","GAOV","NA","No","NA","NA","No","17.GAOV"
"17","GASH","NA","No","NA","NA","No","17.GASH"
"17","GOOB","NA","No","NA","NA","No","17.GOOB"
"17","GYDR","NA","No","NA","NA","No","17.GYDR"
"17","HIAL","NA","No","NA","NA","No","17.HIAL"
"17","HODI","NA","No","Yes","NA","No","17.HODI"
"17","LIBO","NA","No","NA","NA","No","17.LIBO"
"17","MANE","NA","No","NA","NA","No","17.MANE"
"17","MEFE","NA","No","NA","NA","Yes","17.MEFE"
"17","OPHO","NA","No","NA","NA","Yes","17.OPHO"
"17","PAMY","No","NA","NA","NA","Yes","17.PAMY"
"17","POMU","NA","No","NA","NA","No","17.POMU"
"17","PTAQ","NA","No","NA","NA","No","17.PTAQ"
"17","RULA","NA","No","NA","NA","No","17.RULA"
"17","RUPA","NA","No","NA","NA","No","17.RUPA"
"17","RUPE","NA","No","NA","NA","No","17.RUPE"
"17","RUSP","NA","No","NA","NA","No","17.RUSP"
"17","SOSI","NA","No","NA","NA","No","17.SOSI"
"17","SPBE","NA","Yes","NA","NA","No","17.SPBE"
"17","TITR","NA","No","NA","NA","No","17.TITR"
"17","TRBO","NA","No","NA","Yes","NA","17.TRBO"
"17","VAME","No","NA","Yes","NA","Yes","17.VAME"
"17","VASI","NA","No","NA","NA","No","17.VASI"
"18","ACCI","NA","No","NA","NA","No","18.ACCI"
"18","ACGL","NA","No","NA","NA","No","18.ACGL"
"18","ACMI","No","NA","NA","NA","No","18.ACMI"
"18","AMAL","NA","No","NA","NA","No","18.AMAL"
"18","ARUV","No","NA","NA","NA","No","18.ARUV"
"18","ATFI","NA","No","NA","NA","No","18.ATFI"
"18","CAME","NA","No","NA","NA","No","18.CAME"
"18","CARU","No","NA","NA","NA","Yes","18.CARU"
"18","CEVE","No","NA","NA","NA","Yes","18.CEVE"
"18","CHUM","NA","No","NA","NA","No","18.CHUM"
"18","CLUN","NA","No","NA","NA","No","18.CLUN"
"18","COCA","NA","No","NA","NA","No","18.COCA"
"18","EPAN","No","NA","NA","NA","No","18.EPAN"
"18","GAOV","NA","No","NA","NA","No","18.GAOV"
"18","GASH","NA","No","NA","NA","No","18.GASH"
"18","GOOB","NA","No","NA","NA","No","18.GOOB"
"18","GYDR","NA","No","NA","NA","No","18.GYDR"
"18","HIAL","NA","No","NA","NA","No","18.HIAL"
"18","HODI","NA","No","Yes","NA","No","18.HODI"
"18","LIBO","NA","No","NA","NA","No","18.LIBO"
"18","MANE","NA","No","NA","NA","No","18.MANE"
"18","MEFE","NA","No","NA","NA","Yes","18.MEFE"
"18","OPHO","NA","No","NA","NA","No","18.OPHO"
"18","PAMY","No","NA","NA","NA","Yes","18.PAMY"
"18","POMU","NA","No","NA","NA","No","18.POMU"
"18","PTAQ","NA","No","NA","NA","No","18.PTAQ"
"18","RULA","NA","No","NA","NA","No","18.RULA"
"18","RUPA","NA","No","NA","NA","No","18.RUPA"
"18","RUPE","NA","No","NA","NA","No","18.RUPE"
"18","RUSP","NA","No","NA","NA","No","18.RUSP"
"18","SOSI","NA","No","NA","NA","No","18.SOSI"
"18","SPBE","NA","Yes","NA","NA","No","18.SPBE"
"18","TITR","NA","No","NA","NA","No","18.TITR"
"18","TRBO","NA","No","NA","NA","No","18.TRBO"
"18","VAME","No","NA","Yes","NA","Yes","18.VAME"
"18","VASI","NA","No","NA","NA","No","18.VASI"
"19","ACCI","NA","No","NA","NA","No","19.ACCI"
"19","ACGL","NA","No","NA","NA","No","19.ACGL"
"19","ACMI","No","NA","NA","NA","No","19.ACMI"
"19","AMAL","NA","No","NA","NA","No","19.AMAL"
"19","ARUV","No","NA","NA","NA","No","19.ARUV"
"19","ATFI","NA","No","NA","NA","No","19.ATFI"
"19","CAME","NA","No","NA","NA","No","19.CAME"
"19","CARU","Yes","NA","NA","NA","Yes","19.CARU"
"19","CEVE","No","NA","NA","NA","No","19.CEVE"
"19","CHUM","NA","No","NA","NA","No","19.CHUM"
"19","CLUN","NA","No","NA","NA","No","19.CLUN"
"19","COCA","NA","No","NA","NA","No","19.COCA"
"19","EPAN","No","NA","NA","NA","Yes","19.EPAN"
"19","GAOV","NA","No","NA","NA","No","19.GAOV"
"19","GASH","NA","No","NA","NA","No","19.GASH"
"19","GOOB","NA","No","NA","NA","No","19.GOOB"
"19","GYDR","NA","No","NA","NA","No","19.GYDR"
"19","HIAL","NA","No","NA","NA","No","19.HIAL"
"19","HODI","NA","No","Yes","NA","No","19.HODI"
"19","LIBO","NA","No","NA","NA","No","19.LIBO"
"19","MANE","NA","No","NA","NA","No","19.MANE"
"19","MEFE","NA","No","NA","NA","Yes","19.MEFE"
"19","OPHO","NA","No","NA","NA","Yes","19.OPHO"
"19","PAMY","No","NA","NA","NA","Yes","19.PAMY"
"19","POMU","NA","No","NA","NA","No","19.POMU"
"19","PTAQ","NA","No","NA","NA","No","19.PTAQ"
"19","RULA","NA","No","NA","NA","No","19.RULA"
"19","RUPA","NA","No","NA","NA","No","19.RUPA"
"19","RUPE","NA","No","NA","NA","No","19.RUPE"
"19","RUSP","NA","No","NA","NA","No","19.RUSP"
"19","SOSI","NA","No","NA","NA","No","19.SOSI"
"19","SPBE","NA","Yes","NA","NA","No","19.SPBE"
"19","TITR","NA","No","NA","NA","No","19.TITR"
"19","TRBO","NA","No","NA","NA","No","19.TRBO"
"19","VAME","No","NA","Yes","NA","Yes","19.VAME"
"19","VASI","NA","No","NA","NA","No","19.VASI"
"20","ACCI","NA","No","NA","NA","No","20.ACCI"
"20","ACGL","NA","No","NA","NA","No","20.ACGL"
"20","ACMI","No","NA","NA","NA","No","20.ACMI"
"20","AMAL","NA","No","NA","NA","No","20.AMAL"
"20","ARUV","No","NA","NA","NA","Yes","20.ARUV"
"20","ATFI","NA","No","NA","NA","No","20.ATFI"
"20","CAME","NA","No","NA","Yes","NA","20.CAME"
"20","CARU","No","NA","NA","NA","Yes","20.CARU"
"20","CEVE","No","NA","NA","NA","No","20.CEVE"
"20","CHUM","NA","No","NA","NA","No","20.CHUM"
"20","CLUN","NA","No","NA","NA","No","20.CLUN"
"20","COCA","NA","No","NA","NA","No","20.COCA"
"20","EPAN","No","NA","NA","NA","No","20.EPAN"
"20","GAOV","NA","No","NA","NA","No","20.GAOV"
"20","GASH","NA","No","NA","NA","No","20.GASH"
"20","GOOB","NA","No","NA","NA","No","20.GOOB"
"20","GYDR","NA","No","NA","NA","No","20.GYDR"
"20","HIAL","NA","No","NA","NA","No","20.HIAL"
"20","HODI","NA","No","Yes","NA","No","20.HODI"
"20","LIBO","NA","No","NA","NA","No","20.LIBO"
"20","MANE","NA","No","NA","NA","No","20.MANE"
"20","MEFE","NA","No","NA","NA","Yes","20.MEFE"
"20","OPHO","NA","No","NA","NA","No","20.OPHO"
"20","PAMY","No","NA","NA","NA","Yes","20.PAMY"
"20","POMU","NA","No","NA","NA","No","20.POMU"
"20","PTAQ","NA","No","NA","NA","No","20.PTAQ"
"20","RULA","NA","No","NA","NA","No","20.RULA"
"20","RUPA","NA","No","NA","NA","No","20.RUPA"
"20","RUPE","NA","No","NA","NA","No","20.RUPE"
"20","RUSP","NA","No","NA","NA","No","20.RUSP"
"20","SOSI","NA","No","NA","NA","No","20.SOSI"
"20","SPBE","NA","Yes","NA","NA","No","20.SPBE"
"20","TITR","NA","No","NA","NA","No","20.TITR"
"20","TRBO","NA","No","NA","Yes","NA","20.TRBO"
"20","VAME","No","NA","Yes","NA","Yes","20.VAME"
"20","VASI","NA","No","NA","NA","No","20.VASI"
"21","ACCI","NA","No","NA","NA","No","21.ACCI"
"21","ACGL","NA","No","NA","NA","No","21.ACGL"
"21","ACMI","No","NA","NA","NA","No","21.ACMI"
"21","AMAL","NA","Yes","NA","NA","No","21.AMAL"
"21","ARUV","No","NA","NA","NA","No","21.ARUV"
"21","ATFI","NA","No","NA","NA","No","21.ATFI"
"21","CAME","NA","No","NA","NA","No","21.CAME"
"21","CARU","No","NA","NA","NA","No","21.CARU"
"21","CEVE","No","NA","NA","NA","No","21.CEVE"
"21","CHUM","NA","No","NA","NA","No","21.CHUM"
"21","CLUN","NA","No","NA","NA","No","21.CLUN"
"21","COCA","NA","No","NA","NA","No","21.COCA"
"21","EPAN","No","NA","NA","NA","Yes","21.EPAN"
"21","GAOV","NA","No","NA","NA","No","21.GAOV"
"21","GASH","NA","No","NA","NA","No","21.GASH"
"21","GOOB","NA","No","NA","NA","No","21.GOOB"
"21","GYDR","NA","No","NA","NA","No","21.GYDR"
"21","HIAL","NA","No","NA","NA","No","21.HIAL"
"21","HODI","NA","No","Yes","NA","No","21.HODI"
"21","LIBO","NA","No","NA","NA","No","21.LIBO"
"21","MANE","NA","No","NA","NA","No","21.MANE"
"21","MEFE","NA","No","NA","NA","No","21.MEFE"
"21","OPHO","NA","No","NA","NA","No","21.OPHO"
"21","PAMY","No","NA","NA","NA","Yes","21.PAMY"
"21","POMU","NA","No","NA","NA","No","21.POMU"
"21","PTAQ","NA","No","NA","NA","No","21.PTAQ"
"21","RULA","NA","No","NA","NA","No","21.RULA"
"21","RUPA","NA","No","NA","NA","No","21.RUPA"
"21","RUPE","NA","No","NA","NA","No","21.RUPE"
"21","RUSP","NA","No","NA","NA","No","21.RUSP"
"21","SOSI","NA","No","NA","NA","No","21.SOSI"
"21","SPBE","NA","Yes","NA","NA","No","21.SPBE"
"21","TITR","NA","No","NA","NA","No","21.TITR"
"21","TRBO","NA","No","NA","NA","No","21.TRBO"
"21","VAME","No","NA","Yes","NA","Yes","21.VAME"
"21","VASI","NA","No","NA","NA","No","21.VASI"
"22","ACCI","NA","No","NA","NA","No","22.ACCI"
"22","ACGL","NA","No","NA","NA","No","22.ACGL"
"22","ACMI","No","NA","NA","NA","No","22.ACMI"
"22","AMAL","NA","No","NA","NA","No","22.AMAL"
"22","ARUV","No","NA","NA","NA","No","22.ARUV"
"22","ATFI","NA","No","NA","NA","No","22.ATFI"
"22","CAME","NA","No","NA","NA","No","22.CAME"
"22","CARU","No","NA","NA","NA","Yes","22.CARU"
"22","CEVE","No","NA","NA","NA","Yes","22.CEVE"
"22","CHUM","NA","No","NA","NA","No","22.CHUM"
"22","CLUN","NA","No","NA","NA","No","22.CLUN"
"22","COCA","NA","No","NA","NA","No","22.COCA"
"22","EPAN","No","NA","NA","NA","Yes","22.EPAN"
"22","GAOV","NA","No","NA","NA","No","22.GAOV"
"22","GASH","NA","No","NA","NA","No","22.GASH"
"22","GOOB","NA","No","NA","NA","No","22.GOOB"
"22","GYDR","NA","No","NA","NA","No","22.GYDR"
"22","HIAL","NA","No","NA","NA","No","22.HIAL"
"22","HODI","NA","No","Yes","NA","No","22.HODI"
"22","LIBO","NA","No","NA","NA","No","22.LIBO"
"22","MANE","NA","No","NA","NA","No","22.MANE"
"22","MEFE","NA","No","NA","NA","No","22.MEFE"
"22","OPHO","NA","No","NA","NA","No","22.OPHO"
"22","PAMY","No","NA","NA","NA","Yes","22.PAMY"
"22","POMU","NA","No","NA","NA","No","22.POMU"
"22","PTAQ","NA","No","NA","NA","No","22.PTAQ"
"22","RULA","NA","No","NA","NA","No","22.RULA"
"22","RUPA","NA","No","NA","NA","No","22.RUPA"
"22","RUPE","NA","No","NA","NA","No","22.RUPE"
"22","RUSP","NA","No","NA","NA","No","22.RUSP"
"22","SOSI","NA","No","NA","NA","No","22.SOSI"
"22","SPBE","NA","Yes","NA","NA","No","22.SPBE"
"22","TITR","NA","No","NA","NA","No","22.TITR"
"22","TRBO","NA","No","NA","NA","No","22.TRBO"
"22","VAME","No","NA","Yes","NA","Yes","22.VAME"
"22","VASI","NA","No","NA","NA","No","22.VASI"
"23","ACCI","NA","No","NA","NA","No","23.ACCI"
"23","ACGL","NA","No","NA","NA","No","23.ACGL"
"23","ACMI","No","NA","NA","NA","No","23.ACMI"
"23","AMAL","NA","No","NA","NA","No","23.AMAL"
"23","ARUV","No","NA","NA","NA","No","23.ARUV"
"23","ATFI","NA","No","NA","NA","No","23.ATFI"
"23","CAME","NA","No","NA","NA","No","23.CAME"
"23","CARU","No","NA","NA","NA","Yes","23.CARU"
"23","CEVE","No","NA","NA","NA","Yes","23.CEVE"
"23","CHUM","NA","No","NA","NA","No","23.CHUM"
"23","CLUN","NA","No","NA","NA","No","23.CLUN"
"23","COCA","NA","No","NA","NA","No","23.COCA"
"23","EPAN","No","NA","NA","NA","Yes","23.EPAN"
"23","GAOV","NA","No","NA","NA","No","23.GAOV"
"23","GASH","NA","No","NA","NA","No","23.GASH"
"23","GOOB","NA","No","NA","NA","No","23.GOOB"
"23","GYDR","NA","No","NA","NA","No","23.GYDR"
"23","HIAL","NA","No","NA","NA","No","23.HIAL"
"23","HODI","NA","No","Yes","NA","No","23.HODI"
"23","LIBO","NA","No","NA","NA","No","23.LIBO"
"23","MANE","NA","No","NA","NA","No","23.MANE"
"23","MEFE","NA","No","NA","NA","No","23.MEFE"
"23","OPHO","NA","No","NA","NA","No","23.OPHO"
"23","PAMY","No","NA","NA","NA","Yes","23.PAMY"
"23","POMU","NA","No","NA","NA","No","23.POMU"
"23","PTAQ","NA","No","NA","NA","No","23.PTAQ"
"23","RULA","NA","No","NA","NA","No","23.RULA"
"23","RUPA","NA","No","NA","NA","No","23.RUPA"
"23","RUPE","NA","No","NA","NA","No","23.RUPE"
"23","RUSP","NA","No","NA","NA","No","23.RUSP"
"23","SOSI","NA","No","NA","NA","No","23.SOSI"
"23","SPBE","NA","No","NA","NA","No","23.SPBE"
"23","TITR","NA","No","NA","NA","No","23.TITR"
"23","TRBO","NA","No","NA","Yes","NA","23.TRBO"
"23","VAME","No","NA","Yes","NA","Yes","23.VAME"
"23","VASI","NA","No","NA","NA","No","23.VASI"
"24","ACCI","NA","No","NA","NA","No","24.ACCI"
"24","ACGL","NA","No","NA","NA","No","24.ACGL"
"24","ACMI","No","NA","NA","NA","No","24.ACMI"
"24","AMAL","NA","Yes","NA","NA","No","24.AMAL"
"24","ARUV","No","NA","NA","NA","No","24.ARUV"
"24","ATFI","NA","No","NA","NA","No","24.ATFI"
"24","CAME","NA","No","NA","NA","No","24.CAME"
"24","CARU","No","NA","NA","NA","Yes","24.CARU"
"24","CEVE","No","NA","NA","NA","No","24.CEVE"
"24","CHUM","NA","No","NA","NA","No","24.CHUM"
"24","CLUN","NA","No","NA","NA","No","24.CLUN"
"24","COCA","NA","No","NA","NA","No","24.COCA"
"24","EPAN","No","NA","NA","NA","No","24.EPAN"
"24","GAOV","NA","No","NA","NA","No","24.GAOV"
"24","GASH","NA","No","NA","NA","No","24.GASH"
"24","GOOB","NA","No","NA","NA","No","24.GOOB"
"24","GYDR","NA","No","NA","NA","No","24.GYDR"
"24","HIAL","NA","No","NA","NA","No","24.HIAL"
"24","HODI","NA","No","Yes","NA","No","24.HODI"
"24","LIBO","NA","No","NA","NA","No","24.LIBO"
"24","MANE","NA","No","NA","NA","No","24.MANE"
"24","MEFE","NA","No","NA","NA","No","24.MEFE"
"24","OPHO","NA","No","NA","NA","Yes","24.OPHO"
"24","PAMY","No","NA","NA","NA","Yes","24.PAMY"
"24","POMU","NA","No","NA","NA","No","24.POMU"
"24","PTAQ","NA","No","NA","NA","No","24.PTAQ"
"24","RULA","NA","No","NA","NA","No","24.RULA"
"24","RUPA","NA","No","NA","NA","No","24.RUPA"
"24","RUPE","NA","No","NA","NA","No","24.RUPE"
"24","RUSP","NA","No","NA","NA","No","24.RUSP"
"24","SOSI","NA","No","NA","NA","No","24.SOSI"
"24","SPBE","NA","Yes","NA","NA","No","24.SPBE"
"24","TITR","NA","No","NA","NA","No","24.TITR"
"24","TRBO","NA","No","NA","NA","No","24.TRBO"
"24","VAME","No","NA","Yes","NA","Yes","24.VAME"
"24","VASI","NA","No","NA","NA","No","24.VASI"
"25","ACCI","NA","No","NA","NA","No","25.ACCI"
"25","ACGL","NA","No","NA","NA","No","25.ACGL"
"25","ACMI","No","NA","NA","NA","No","25.ACMI"
"25","AMAL","NA","No","NA","NA","No","25.AMAL"
"25","ARUV","No","NA","NA","NA","No","25.ARUV"
"25","ATFI","NA","No","NA","NA","No","25.ATFI"
"25","CAME","NA","No","NA","Yes","NA","25.CAME"
"25","CARU","Yes","NA","NA","NA","Yes","25.CARU"
"25","CEVE","No","NA","NA","NA","No","25.CEVE"
"25","CHUM","NA","No","NA","NA","No","25.CHUM"
"25","CLUN","NA","No","NA","NA","No","25.CLUN"
"25","COCA","NA","No","NA","NA","No","25.COCA"
"25","EPAN","No","NA","NA","NA","No","25.EPAN"
"25","GAOV","NA","No","NA","NA","No","25.GAOV"
"25","GASH","NA","No","NA","NA","No","25.GASH"
"25","GOOB","NA","No","NA","NA","No","25.GOOB"
"25","GYDR","NA","No","NA","NA","No","25.GYDR"
"25","HIAL","NA","No","NA","NA","No","25.HIAL"
"25","HODI","NA","No","Yes","NA","No","25.HODI"
"25","LIBO","NA","No","NA","NA","No","25.LIBO"
"25","MANE","NA","No","NA","NA","No","25.MANE"
"25","MEFE","NA","No","NA","NA","No","25.MEFE"
"25","OPHO","NA","No","NA","NA","Yes","25.OPHO"
"25","PAMY","No","NA","NA","NA","Yes","25.PAMY"
"25","POMU","NA","No","NA","NA","No","25.POMU"
"25","PTAQ","NA","No","NA","NA","No","25.PTAQ"
"25","RULA","NA","No","NA","NA","No","25.RULA"
"25","RUPA","NA","No","NA","NA","No","25.RUPA"
"25","RUPE","NA","No","NA","NA","No","25.RUPE"
"25","RUSP","NA","No","NA","NA","No","25.RUSP"
"25","SOSI","NA","No","NA","NA","No","25.SOSI"
"25","SPBE","NA","Yes","NA","NA","No","25.SPBE"
"25","TITR","NA","No","NA","NA","No","25.TITR"
"25","TRBO","NA","No","NA","NA","No","25.TRBO"
"25","VAME","No","NA","Yes","NA","Yes","25.VAME"
"25","VASI","NA","No","NA","NA","No","25.VASI"
"26","ACCI","NA","No","NA","NA","No","26.ACCI"
"26","ACGL","NA","No","NA","NA","No","26.ACGL"
"26","ACMI","No","NA","NA","NA","No","26.ACMI"
"26","AMAL","NA","No","NA","NA","No","26.AMAL"
"26","ARUV","No","NA","NA","NA","No","26.ARUV"
"26","ATFI","NA","No","NA","NA","No","26.ATFI"
"26","CAME","NA","No","NA","NA","No","26.CAME"
"26","CARU","No","NA","NA","NA","Yes","26.CARU"
"26","CEVE","No","NA","NA","NA","Yes","26.CEVE"
"26","CHUM","NA","No","NA","NA","No","26.CHUM"
"26","CLUN","NA","No","NA","NA","No","26.CLUN"
"26","COCA","NA","No","NA","NA","No","26.COCA"
"26","EPAN","No","NA","NA","NA","No","26.EPAN"
"26","GAOV","NA","No","NA","NA","No","26.GAOV"
"26","GASH","NA","No","NA","NA","No","26.GASH"
"26","GOOB","NA","No","NA","NA","No","26.GOOB"
"26","GYDR","NA","No","NA","NA","No","26.GYDR"
"26","HIAL","NA","No","NA","NA","No","26.HIAL"
"26","HODI","NA","No","Yes","NA","No","26.HODI"
"26","LIBO","NA","No","NA","NA","No","26.LIBO"
"26","MANE","NA","No","NA","NA","No","26.MANE"
"26","MEFE","NA","No","NA","NA","No","26.MEFE"
"26","OPHO","NA","No","NA","NA","Yes","26.OPHO"
"26","PAMY","No","NA","NA","NA","Yes","26.PAMY"
"26","POMU","NA","No","NA","NA","No","26.POMU"
"26","PTAQ","NA","No","NA","NA","No","26.PTAQ"
"26","RULA","NA","No","NA","NA","No","26.RULA"
"26","RUPA","NA","No","NA","NA","No","26.RUPA"
"26","RUPE","NA","No","NA","NA","No","26.RUPE"
"26","RUSP","NA","No","NA","NA","No","26.RUSP"
"26","SOSI","NA","No","NA","NA","No","26.SOSI"
"26","SPBE","NA","Yes","NA","NA","No","26.SPBE"
"26","TITR","NA","No","NA","NA","No","26.TITR"
"26","TRBO","NA","No","NA","Yes","NA","26.TRBO"
"26","VAME","No","NA","Yes","NA","Yes","26.VAME"
"26","VASI","NA","No","NA","NA","No","26.VASI"
"27","ACCI","NA","No","NA","NA","No","27.ACCI"
"27","ACGL","NA","No","NA","NA","No","27.ACGL"
"27","ACMI","No","NA","NA","NA","No","27.ACMI"
"27","AMAL","NA","No","NA","NA","No","27.AMAL"
"27","ARUV","No","NA","NA","NA","No","27.ARUV"
"27","ATFI","NA","No","NA","NA","No","27.ATFI"
"27","CAME","NA","No","NA","NA","No","27.CAME"
"27","CARU","Yes","NA","NA","NA","No","27.CARU"
"27","CEVE","No","NA","NA","NA","Yes","27.CEVE"
"27","CHUM","NA","No","NA","NA","No","27.CHUM"
"27","CLUN","NA","No","NA","NA","No","27.CLUN"
"27","COCA","NA","No","NA","NA","No","27.COCA"
"27","EPAN","No","NA","NA","NA","Yes","27.EPAN"
"27","GAOV","NA","No","NA","NA","No","27.GAOV"
"27","GASH","NA","No","NA","NA","No","27.GASH"
"27","GOOB","NA","No","NA","NA","No","27.GOOB"
"27","GYDR","NA","No","NA","NA","No","27.GYDR"
"27","HIAL","NA","No","NA","NA","No","27.HIAL"
"27","HODI","NA","No","Yes","NA","No","27.HODI"
"27","LIBO","NA","No","NA","NA","No","27.LIBO"
"27","MANE","NA","No","NA","NA","No","27.MANE"
"27","MEFE","NA","No","NA","NA","No","27.MEFE"
"27","OPHO","NA","No","NA","NA","Yes","27.OPHO"
"27","PAMY","No","NA","NA","NA","Yes","27.PAMY"
"27","POMU","NA","No","NA","NA","No","27.POMU"
"27","PTAQ","NA","No","NA","NA","No","27.PTAQ"
"27","RULA","NA","No","NA","NA","No","27.RULA"
"27","RUPA","NA","No","NA","NA","No","27.RUPA"
